book,chapter,verse,word,start,end
27,35,9,1,0.259,1.139
27,35,9,2,1.279,1.919
27,35,9,3,2.019,2.740
27,35,9,4,3.179,3.879
27,35,9,5,3.980,4.940
27,35,10,1,0.179,0.680
27,35,10,2,0.719,1.480
27,35,10,3,1.579,2.299
27,35,10,4,2.879,3.240
27,35,10,5,4.179,4.440
27,35,10,6,4.519,5.279
27,35,10,7,5.879,6.579
27,35,10,8,6.759,7.279
27,35,10,9,7.639,8.359
27,35,10,10,8.460,9.300
27,35,10,11,10.079,10.739
27,35,10,12,10.880,11.979
27,35,10,13,12.059,13.179
27,35,11,1,0.280,1.100
27,35,11,2,1.139,1.419
27,35,11,3,1.519,2.099
27,35,11,4,2.859,3.299
27,35,11,5,3.399,3.599
27,35,11,6,3.659,4.420
27,35,11,7,4.799,6.000
27,35,12,1,0.280,1.740
27,35,12,2,1.819,2.279
27,35,12,3,2.659,2.980
27,35,12,4,3.259,3.720
27,35,12,5,4.400,5.039
27,35,12,6,5.440,6.380
27,35,13,1,0.259,0.899
27,35,13,2,1.240,2.339
27,35,13,3,2.440,3.159
27,35,13,4,3.399,3.759
27,35,13,5,4.380,5.159
27,35,13,6,5.259,6.000
27,35,13,7,6.079,6.579
27,35,13,8,7.279,8.500
27,35,13,9,9.059,9.319
27,35,13,10,9.399,9.800
27,35,13,11,9.939,10.500
27,35,14,1,0.259,0.699
27,35,14,2,1.159,2.039
27,35,14,3,2.099,2.379
27,35,14,4,2.599,3.859
27,35,14,5,5.139,5.980
27,35,14,6,6.059,6.440
27,35,14,7,6.679,7.219
27,35,14,8,7.500,8.399
27,35,15,1,0.159,1.059
27,35,15,2,1.179,1.939
27,35,15,3,1.979,3.139
27,35,15,4,4.019,4.819
27,35,15,5,4.859,5.259
27,35,15,6,5.319,5.900
27,35,15,7,6.239,6.619
27,35,15,8,6.659,7.359
27,35,15,9,8.039,8.739
27,35,15,10,8.920,9.380
27,35,15,11,9.579,10.260
27,35,16,1,0.179,1.139
27,35,16,2,1.220,1.839
27,35,16,3,1.879,2.419
27,35,16,4,3.279,3.839
27,35,16,5,3.899,4.420
27,35,16,6,4.599,5.660
27,35,17,1,0.259,1.079
27,35,17,2,1.559,2.079
27,35,17,3,2.220,2.919
27,35,17,4,3.399,4.219
27,35,17,5,4.279,4.799
27,35,17,6,5.179,6.359
27,35,17,7,6.960,8.260
27,35,17,8,8.340,9.300
27,35,18,1,0.280,1.100
27,35,18,2,1.139,1.759
27,35,18,3,1.860,2.259
27,35,18,4,3.039,3.539
27,35,18,5,3.659,4.339
27,35,18,6,4.819,6.079
27,35,19,1,0.259,0.560
27,35,19,2,0.599,1.279
27,35,19,3,1.360,1.539
27,35,19,4,1.699,2.279
27,35,19,5,2.440,2.980
27,35,19,6,3.720,4.440
27,35,19,7,4.480,5.119
27,35,19,8,5.579,6.500
27,35,19,9,6.599,7.340
27,35,20,1,0.280,0.439
27,35,20,2,0.459,0.639
27,35,20,3,0.799,1.279
27,35,20,4,1.419,2.259
27,35,20,5,2.639,3.259
27,35,20,6,3.379,3.839
27,35,20,7,3.980,4.559
27,35,20,8,5.199,5.699
27,35,20,9,5.819,6.859
27,35,20,10,6.920,8.139
27,35,21,1,0.199,1.120
27,35,21,2,1.179,1.779
27,35,21,3,1.879,2.399
27,35,21,4,3.079,3.740
27,35,21,5,3.759,4.559
27,35,21,6,4.599,5.279
27,35,21,7,5.839,6.539
27,35,21,8,6.639,7.440
27,35,22,1,0.239,0.899
27,35,22,2,1.039,2.059
27,35,22,3,2.180,2.579
27,35,22,4,2.679,3.460
27,35,22,5,3.939,4.739
27,35,22,6,5.179,5.400
27,35,22,7,5.519,6.179
27,35,22,8,6.239,7.340
27,35,23,1,0.219,0.959
27,35,23,2,1.000,1.959
27,35,23,3,1.979,2.839
27,35,23,4,3.539,4.360
27,35,23,5,4.480,5.179
27,35,23,6,5.299,6.079
27,35,24,1,0.280,1.139
27,35,24,2,1.220,1.779
27,35,24,3,1.959,2.480
27,35,24,4,2.700,4.239
27,35,24,5,5.000,5.679
27,35,24,6,5.779,6.539
27,35,24,7,6.579,7.019
27,35,25,1,0.319,0.560
27,35,25,2,0.579,1.120
27,35,25,3,1.220,1.959
27,35,25,4,2.019,2.579
27,35,25,5,2.659,3.399
27,35,25,6,4.299,4.579
27,35,25,7,4.599,5.279
27,35,25,8,5.559,6.980
27,35,26,1,0.259,1.220
27,35,26,2,1.240,2.200
27,35,26,3,2.279,3.019
27,35,26,4,3.500,4.199
27,35,26,5,4.319,5.019
27,35,26,6,5.779,6.659
27,35,26,7,6.960,7.579
27,35,26,8,7.679,9.000
27,35,26,9,9.079,10.300
27,35,26,10,10.359,11.019
27,35,27,1,0.219,1.019
27,35,27,2,1.059,2.079
27,35,27,3,2.379,3.039
27,35,27,4,3.159,3.740
27,35,27,5,4.380,5.179
27,35,27,6,5.319,5.839
27,35,27,7,6.219,6.980
27,35,27,8,7.199,7.940
27,35,27,9,7.960,8.899
27,35,27,10,8.979,9.399
27,35,27,11,9.519,10.319
27,35,28,1,0.259,1.100
27,35,28,2,1.299,2.019
27,35,28,3,2.139,2.980
27,35,28,4,3.779,4.039
27,35,28,5,4.119,5.099
27,35,28,6,5.159,6.559
27,36,1,1,0.159,0.939
27,36,1,2,1.419,1.839
27,36,1,3,1.860,2.319
27,36,1,4,2.379,2.859
27,36,2,1,0.219,0.799
27,36,2,2,0.919,1.539
27,36,2,3,1.559,2.399
27,36,2,4,2.440,3.019
27,36,2,5,3.059,3.539
27,36,2,6,4.480,4.819
27,36,2,7,5.039,5.639
27,36,2,8,5.739,6.319
27,36,2,9,6.399,6.940
27,36,2,10,7.039,7.679
27,36,3,1,0.159,0.399
27,36,3,2,0.439,1.139
27,36,3,3,1.179,1.699
27,36,3,4,1.799,2.440
27,36,3,5,3.319,4.059
27,36,3,6,4.099,4.699
27,36,3,7,4.779,5.579
27,36,4,1,0.319,0.779
27,36,4,2,0.879,1.299
27,36,4,3,1.839,2.279
27,36,4,4,2.480,3.319
27,36,4,5,4.099,4.679
27,36,4,6,4.759,5.619
27,36,4,7,5.739,6.559
27,36,5,1,0.199,0.779
27,36,5,2,0.819,1.459
27,36,5,3,1.599,1.740
27,36,5,4,1.899,2.599
27,36,5,5,3.240,4.259
27,36,5,6,4.299,4.440
27,36,5,7,4.579,5.059
27,36,5,8,5.139,5.319
27,36,5,9,5.359,5.719
27,36,5,10,6.639,6.999
27,36,5,11,7.319,7.480
27,36,5,12,7.559,8.559
27,36,6,1,0.140,0.340
27,36,6,2,0.359,2.139
27,36,6,3,2.220,3.039
27,36,6,4,3.959,4.980
27,36,6,5,5.219,5.500
27,36,6,6,5.539,6.259
27,36,7,1,0.199,1.220
27,36,7,2,1.439,2.099
27,36,7,3,2.259,2.579
27,36,7,4,3.519,4.380
27,36,7,5,4.699,5.159
27,36,7,6,5.239,5.779
27,36,7,7,6.599,7.159
27,36,7,8,7.359,8.099
27,36,7,9,8.539,9.199
27,36,7,10,9.479,10.260
27,36,8,1,0.199,0.680
27,36,8,2,0.759,1.459
27,36,8,3,1.599,2.440
27,36,8,4,2.679,3.220
27,36,8,5,4.259,4.859
27,36,8,6,5.039,5.500
27,36,8,7,6.239,6.980
27,36,8,8,7.039,7.719
27,36,8,9,8.300,9.420
27,36,9,1,0.259,1.159
27,36,9,2,1.279,2.119
27,36,9,3,2.240,2.859
27,36,9,4,3.679,4.619
27,36,9,5,4.679,5.400
27,36,9,6,5.819,6.659
27,36,10,1,0.239,0.399
27,36,10,2,0.419,1.179
27,36,10,3,1.279,1.719
27,36,10,4,1.819,2.359
27,36,10,5,3.240,4.059
27,36,10,6,4.480,5.039
27,36,10,7,5.219,5.760
27,36,11,1,0.280,0.859
27,36,11,2,0.899,1.579
27,36,11,3,1.759,2.720
27,36,11,4,3.559,5.039
27,36,11,5,5.639,6.399
27,36,11,6,6.440,6.980
27,36,12,1,0.239,0.539
27,36,12,2,0.620,1.500
27,36,12,3,1.759,2.299
27,36,12,4,2.419,2.939
27,36,12,5,4.059,4.539
27,36,12,6,4.559,5.319
27,36,12,7,5.639,5.940
27,36,12,8,6.079,7.019
27,36,13,1,0.239,0.719
27,36,13,2,0.819,1.480
27,36,13,3,1.679,2.240
27,36,13,4,2.440,2.960
27,36,13,5,3.980,4.559
27,36,13,6,4.980,5.400
27,36,13,7,5.519,6.239
27,36,13,8,6.379,6.900
27,37,1,1,0.140,0.759
27,37,1,2,1.899,2.099
27,37,1,3,2.200,2.740
27,37,1,4,2.799,3.599
27,37,1,5,4.440,4.659
27,37,1,6,4.739,5.319
27,37,1,7,5.400,5.900
27,37,1,8,5.940,6.739
27,37,2,1,0.340,0.620
27,37,2,2,0.680,1.519
27,37,2,3,1.699,2.159
27,37,2,4,2.279,3.079
27,37,2,5,3.959,4.980
27,37,2,6,5.019,5.539
27,37,2,7,5.559,6.779
27,37,3,1,0.439,0.939
27,37,3,2,0.959,1.500
27,37,3,3,2.099,2.619
27,37,3,4,2.720,3.039
27,37,3,5,3.679,4.139
27,37,3,6,4.339,4.979
27,37,3,7,5.239,5.779
27,37,3,8,5.980,6.779
27,37,4,1,0.280,1.419
27,37,4,2,1.500,1.719
27,37,4,3,1.779,2.980
27,37,4,4,3.000,3.759
27,37,4,5,3.839,4.400
27,37,4,6,4.480,5.319
27,37,4,7,5.420,6.559
27,37,5,1,0.340,0.839
27,37,5,2,0.919,1.139
27,37,5,3,1.179,1.659
27,37,5,4,1.839,2.619
27,37,5,5,3.379,3.939
27,37,5,6,4.059,4.599
27,37,5,7,5.359,5.759
27,37,5,8,5.839,6.919
27,37,6,1,0.439,1.039
27,37,6,2,1.120,1.639
27,37,6,3,1.799,2.440
27,37,6,4,3.319,4.299
27,37,6,5,5.000,6.599
27,37,7,1,0.459,0.819
27,37,7,2,0.839,1.539
27,37,7,3,1.659,2.519
27,37,7,4,2.539,2.659
27,37,7,5,3.559,3.759
27,37,7,6,3.879,4.619
27,37,7,7,4.759,5.779
27,37,7,8,5.819,6.319
27,37,7,9,7.039,7.759
27,37,7,10,7.839,8.279
27,37,7,11,8.420,9.479
27,37,8,1,0.419,1.100
27,37,8,2,1.220,1.839
27,37,8,3,2.700,3.399
27,37,8,4,3.480,3.980
27,37,8,5,4.699,4.960
27,37,8,6,5.119,5.819
27,37,8,7,6.139,6.480
27,37,8,8,6.579,7.679
27,37,9,1,0.280,0.659
27,37,9,2,0.740,1.459
27,37,9,3,1.579,2.559
27,37,9,4,3.599,4.360
27,37,9,5,4.400,4.559
27,37,9,6,4.560,6.119
27,37,9,7,6.239,6.899
27,37,9,8,7.159,7.980
27,37,10,1,0.439,0.859
27,37,10,2,0.939,1.439
27,37,10,3,1.860,2.359
27,37,10,4,2.500,3.059
27,37,10,5,4.139,5.199
27,37,10,6,5.420,5.739
27,37,10,7,5.799,6.379
27,37,10,8,6.879,8.100
27,37,11,1,0.439,1.360
27,37,11,2,1.379,2.399
27,37,11,3,2.419,3.099
27,37,11,4,4.179,5.480
27,37,11,5,5.619,5.779
27,37,11,6,5.920,6.219
27,37,11,7,6.299,7.159
27,37,12,1,0.379,0.879
27,37,12,2,0.959,1.759
27,37,12,3,1.860,2.819
27,37,12,4,3.779,4.619
27,37,12,5,4.659,5.219
27,37,12,6,5.440,6.559
27,37,13,1,0.259,0.919
27,37,13,2,1.059,1.539
27,37,13,3,1.620,1.779
27,37,13,4,2.759,2.939
27,37,13,5,3.079,3.659
27,37,13,6,3.839,3.980
27,37,13,7,4.099,4.619
27,37,13,8,4.659,5.480
27,37,14,1,0.259,0.899
27,37,14,2,1.039,1.659
27,37,14,3,1.719,2.440
27,37,14,4,3.379,4.159
27,37,14,5,4.219,4.900
27,37,14,6,5.500,6.259
27,37,14,7,6.399,6.920
27,37,14,8,7.039,7.779
27,37,14,9,8.519,9.460
27,37,14,10,9.800,10.319
27,37,14,11,10.340,11.099
27,37,15,1,0.340,1.159
27,37,15,2,1.299,1.799
27,37,15,3,1.879,2.619
27,37,15,4,3.319,4.619
27,37,15,5,5.039,6.320
27,37,16,1,0.280,0.699
27,37,16,2,0.799,1.360
27,37,16,3,1.419,2.279
27,37,16,4,3.179,3.859
27,37,16,5,3.959,4.639
27,37,16,6,4.799,5.480
27,37,17,1,0.159,0.399
27,37,17,2,0.439,1.220
27,37,17,3,1.279,1.879
27,37,17,4,2.000,2.960
27,37,17,5,3.839,4.699
27,37,17,6,4.819,5.599
27,37,17,7,5.839,6.599
27,37,18,1,0.119,0.859
27,37,18,2,1.079,1.099
27,37,18,3,1.740,2.440
27,37,18,4,2.639,3.279
27,37,18,5,4.360,5.460
27,37,18,6,5.839,6.420
27,37,18,7,6.500,7.199
27,37,19,1,0.259,0.599
27,37,19,2,0.659,1.399
27,37,19,3,1.559,2.019
27,37,19,4,2.059,2.500
27,37,19,5,3.519,4.199
27,37,19,6,4.299,5.079
27,37,19,7,5.500,6.779
27,37,20,1,0.159,0.359
27,37,20,2,0.379,1.100
27,37,20,3,1.159,1.860
27,37,20,4,2.859,3.679
27,37,20,5,3.699,3.759
27,37,20,6,4.719,5.319
27,37,20,7,5.359,5.799
27,37,20,8,5.859,6.000
27,37,20,9,6.000,6.001
27,37,20,10,6.000,6.001
27,37,21,1,0.179,0.699
27,37,21,2,1.199,5.239
27,37,21,3,5.599,5.879
27,37,21,4,5.940,6.659
27,37,21,5,7.619,8.500
27,37,21,6,8.939,9.539
27,37,21,7,9.859,10.659
27,37,22,1,0.159,0.500
27,37,22,2,0.519,1.519
27,37,22,3,1.759,2.319
27,37,22,4,2.359,3.079
27,37,22,5,4.079,5.619
27,37,22,6,5.819,7.079
27,37,23,1,0.299,0.639
27,37,23,2,1.259,1.979
27,37,23,3,2.159,2.859
27,37,23,4,2.939,3.599
27,37,23,5,4.440,5.259
27,37,23,6,5.839,6.980
27,37,24,1,0.239,0.399
27,37,24,2,0.479,1.120
27,37,24,3,1.539,1.779
27,37,24,4,1.799,2.399
27,37,24,5,3.059,3.179
27,37,24,6,3.359,3.559
27,37,24,7,4.360,4.839
27,37,24,8,4.920,5.539
27,37,25,1,0.219,0.879
27,37,25,2,0.899,1.740
27,37,25,3,1.879,2.220
27,37,25,4,2.319,3.039
27,37,25,5,3.679,4.199
27,37,25,6,4.259,5.000
27,37,25,7,5.159,5.839
27,37,25,8,5.920,6.639
27,37,25,9,7.319,8.199
27,37,25,10,8.319,9.199
27,37,25,11,9.220,10.079
27,37,26,1,0.199,0.459
27,37,26,2,0.479,1.019
27,37,26,3,1.199,1.620
27,37,26,4,1.639,2.279
27,37,26,5,2.960,3.859
27,37,26,6,3.959,5.019
27,37,27,1,0.319,0.779
27,37,27,2,0.919,1.500
27,37,27,3,1.539,2.099
27,37,27,4,2.240,2.559
27,37,27,5,3.299,4.099
27,37,27,6,4.559,5.400
27,37,28,1,0.159,0.340
27,37,28,2,0.359,0.539
27,37,28,3,0.839,1.639
27,37,28,4,1.719,2.359
27,37,28,5,3.319,3.699
27,37,28,6,3.779,4.719
27,37,28,7,4.779,5.000
27,37,28,8,5.139,6.079
27,37,28,9,6.739,7.419
27,37,28,10,7.519,8.479
27,37,28,11,9.179,10.059
27,37,28,12,10.199,10.960
27,37,28,13,11.539,12.499
27,37,29,1,0.239,1.240
27,37,29,2,1.360,2.119
27,37,29,3,2.200,2.839
27,37,29,4,3.539,4.599
27,37,29,5,4.679,5.359
27,37,29,6,5.420,6.139
27,37,30,1,0.140,0.479
27,37,30,2,0.539,1.199
27,37,30,3,1.240,1.879
27,37,30,4,1.979,2.519
27,37,30,5,3.399,4.259
27,37,30,6,4.480,5.159
27,37,30,7,5.239,6.079
27,37,31,1,0.159,0.799
27,37,31,2,0.859,1.419
27,37,31,3,1.500,2.220
27,37,31,4,3.319,3.599
27,37,31,5,3.699,4.460
27,37,31,6,4.719,5.639
27,37,32,1,0.179,0.740
27,37,32,2,0.779,1.439
27,37,32,3,1.500,2.359
27,37,32,4,3.319,4.259
27,37,32,5,4.380,5.400
27,37,33,1,0.319,0.659
27,37,33,2,1.159,1.339
27,37,33,3,1.399,2.399
27,37,33,4,2.460,3.039
27,37,33,5,3.759,4.119
27,37,33,6,4.179,5.179
27,37,33,7,5.239,6.480
27,37,34,1,0.140,0.939
27,37,34,2,0.959,1.159
27,37,34,3,1.240,2.240
27,37,34,4,2.279,2.799
27,37,34,5,2.839,3.379
27,37,34,6,4.159,5.219
27,37,34,7,5.259,6.099
27,37,34,8,6.219,6.739
27,37,34,9,7.440,8.619
27,37,34,10,8.739,9.399
27,37,34,11,9.659,10.419
27,37,35,1,0.179,0.839
27,37,35,2,0.899,1.620
27,37,35,3,1.639,2.200
27,37,35,4,2.960,3.759
27,37,35,5,4.279,5.079
27,37,35,6,5.159,5.960
27,37,36,1,0.239,1.159
27,37,36,2,1.599,2.259
27,37,36,3,2.319,2.960
27,37,36,4,3.839,5.259
27,37,36,5,5.359,5.699
27,37,36,6,5.719,6.659
27,37,37,1,0.280,0.740
27,37,37,2,0.919,1.379
27,37,37,3,1.419,1.899
27,37,37,4,1.919,2.519
27,37,37,5,3.139,3.259
27,37,37,6,3.419,4.079
27,37,37,7,4.139,4.559
27,37,37,8,4.599,5.400
27,37,38,1,0.199,1.220
27,37,38,2,1.259,1.919
27,37,38,3,1.959,2.639
27,37,38,4,3.679,4.319
27,37,38,5,4.380,5.159
27,37,38,6,5.819,7.079
27,37,39,1,0.219,1.159
27,37,39,2,1.199,2.079
27,37,39,3,2.119,2.460
27,37,39,4,3.639,4.739
27,37,39,5,4.759,5.199
27,37,39,6,5.299,6.059
27,37,40,1,0.239,1.639
27,37,40,2,1.759,2.019
27,37,40,3,2.579,3.639
27,37,40,4,4.299,5.420
27,37,40,5,5.579,6.420
27,37,40,6,6.819,7.619
27,37,40,7,8.139,8.300
27,37,40,8,8.460,9.079
27,37,40,9,9.159,9.599
27,38,1,1,0.140,0.579
27,38,1,2,0.620,0.879
27,38,1,3,1.439,2.059
27,38,2,1,0.280,0.639
27,38,2,2,0.640,2.180
27,38,2,3,2.240,2.879
27,38,2,4,3.179,3.959
27,38,2,5,5.099,6.159
27,38,2,6,6.339,7.719
27,38,3,1,0.399,0.519
27,38,3,2,0.579,1.220
27,38,3,3,1.319,2.819
27,38,3,4,2.879,3.139
27,38,3,5,4.000,4.900
27,38,3,6,5.440,5.920
27,38,3,7,6.460,7.319
27,38,4,1,0.239,0.620
27,38,4,2,0.699,1.139
27,38,4,3,1.199,1.899
27,38,4,4,1.979,2.619
27,38,4,5,2.679,3.599
27,38,4,6,4.500,4.719
27,38,4,7,4.819,5.279
27,38,4,8,5.420,6.359
27,38,4,9,6.799,7.480
27,38,4,10,7.639,8.819
27,38,5,1,0.140,0.379
27,38,5,2,0.399,1.360
27,38,5,3,1.399,1.860
27,38,5,4,1.899,2.339
27,38,5,5,3.319,4.039
27,38,5,6,4.139,4.659
27,38,5,7,5.139,5.859
27,38,5,8,6.019,6.980
27,38,6,1,0.159,1.339
27,38,6,2,1.379,2.079
27,38,6,3,2.180,3.199
27,38,6,4,4.059,4.880
27,38,6,5,5.179,6.079
27,38,7,1,0.219,1.059
27,38,7,2,1.220,1.939
27,38,7,3,2.000,2.200
27,38,7,4,2.259,2.819
27,38,7,5,3.819,4.099
27,38,7,6,4.159,4.739
27,38,7,7,4.880,5.559
27,38,7,8,5.579,6.599
27,38,8,1,0.159,0.479
27,38,8,2,0.500,1.480
27,38,8,3,1.620,2.240
27,38,8,4,2.339,2.819
27,38,8,5,3.779,4.360
27,38,8,6,4.460,5.019
27,38,8,7,5.159,6.079
27,38,9,1,0.199,1.000
27,38,9,2,1.079,1.919
27,38,9,3,1.959,2.159
27,38,9,4,2.220,2.740
27,38,9,5,3.619,4.420
27,38,9,6,4.779,5.739
27,38,9,7,5.799,6.559
27,38,10,1,0.179,1.039
27,38,10,2,1.139,1.959
27,38,10,3,2.159,2.500
27,38,10,4,2.599,3.359
27,38,10,5,4.420,5.380
27,38,10,6,5.480,6.219
27,38,10,7,6.319,6.500
27,38,10,8,6.519,7.719
27,38,11,1,0.179,0.740
27,38,11,2,0.819,1.819
27,38,11,3,1.879,2.639
27,38,11,4,2.720,3.299
27,38,11,5,4.279,4.960
27,38,11,6,5.019,5.639
27,38,11,7,5.940,6.179
27,38,11,8,6.239,6.519
27,38,11,9,6.719,6.920
27,38,11,10,7.019,7.759
27,38,12,1,0.179,0.799
27,38,12,2,0.839,1.519
27,38,12,3,1.659,2.500
27,38,12,4,2.559,3.019
27,38,12,5,3.039,3.839
27,38,12,6,4.539,5.559
27,38,12,7,5.679,6.440
27,38,12,8,6.500,7.199
27,38,13,1,0.239,1.179
27,38,13,2,1.279,1.899
27,38,13,3,1.979,2.519
27,38,13,4,3.579,4.339
27,38,13,5,4.440,5.079
27,38,13,6,5.239,5.839
27,38,13,7,5.879,6.500
27,38,13,8,7.259,8.559
27,38,13,9,8.619,8.880
27,38,13,10,8.920,9.659
27,38,13,11,9.739,10.739
27,38,14,1,0.239,0.779
27,38,14,2,1.000,1.679
27,38,14,3,1.719,1.899
27,38,14,4,1.979,2.559
27,38,14,5,3.379,4.420
27,38,14,6,4.519,4.619
27,38,14,7,4.699,5.299
27,38,14,8,5.500,6.079
27,38,15,1,0.239,0.799
27,38,15,2,0.879,1.419
27,38,15,3,1.879,2.359
27,38,15,4,2.440,2.619
27,38,15,5,2.720,3.439
27,38,15,6,4.239,4.839
27,38,15,7,4.960,5.500
27,38,15,8,5.619,6.480
27,38,16,1,0.140,0.280
27,38,16,2,0.299,0.819
27,38,16,3,1.000,1.999
27,38,16,4,2.000,2.619
27,38,16,5,3.779,4.380
27,38,16,6,4.500,5.139
27,38,16,7,5.420,6.159
27,38,16,8,6.319,7.199
27,38,17,1,0.159,0.299
27,38,17,2,0.359,0.939
27,38,17,3,1.019,1.279
27,38,17,4,1.399,2.079
27,38,17,5,2.119,2.319
27,38,17,6,3.359,3.859
27,38,17,7,3.939,4.639
27,38,17,8,4.759,5.219
27,38,17,9,5.299,6.260
27,38,18,1,0.179,0.340
27,38,18,2,0.419,0.759
27,38,18,3,0.839,1.620
27,38,18,4,1.679,2.240
27,38,18,5,3.019,4.039
27,38,18,6,4.139,4.619
27,38,18,7,4.739,5.420
27,38,19,1,0.119,0.299
27,38,19,2,0.340,0.919
27,38,19,3,1.079,1.579
27,38,19,4,2.460,3.139
27,38,19,5,3.240,4.519
27,38,20,1,0.280,1.379
27,38,20,2,1.539,2.259
27,38,20,3,2.299,3.099
27,38,20,4,3.779,4.699
27,38,20,5,5.359,6.199
27,38,20,6,6.599,7.319
27,38,21,1,0.280,1.179
27,38,21,2,1.279,1.699
27,38,21,3,1.839,2.359
27,38,21,4,2.379,2.740
27,38,21,5,3.240,4.199
27,38,21,6,5.159,6.000
27,38,21,7,6.079,6.759
27,38,21,8,6.940,7.379
27,38,22,1,0.239,0.620
27,38,22,2,0.759,1.659
27,38,22,3,1.740,2.059
27,38,22,4,3.319,4.119
27,38,22,5,4.159,4.380
27,38,22,6,4.440,5.039
27,38,22,7,5.099,6.079
27,38,23,1,0.299,0.899
27,38,23,2,0.979,1.939
27,38,23,3,2.559,3.319
27,38,23,4,3.699,4.699
27,39,1,1,0.159,0.939
27,39,1,2,1.480,2.299
27,39,1,3,2.839,3.579
27,39,1,4,4.019,4.359
27,39,2,1,0.299,1.019
27,39,2,2,1.079,1.639
27,39,2,3,1.719,2.399
27,39,2,4,2.899,3.519
27,39,2,5,3.639,4.299
27,39,2,6,5.079,5.659
27,39,2,7,5.739,6.219
27,39,2,8,6.279,6.920
27,39,2,9,7.579,8.000
27,39,2,10,8.079,8.699
27,39,2,11,8.779,9.600
27,39,3,1,0.280,1.240
27,39,3,2,1.819,2.579
27,39,3,3,3.079,3.939
27,39,3,4,4.000,4.679
27,39,3,5,5.139,6.119
27,39,3,6,6.799,7.759
27,39,4,1,0.319,0.759
27,39,4,2,0.779,1.279
27,39,4,3,1.360,2.039
27,39,4,4,3.179,4.079
27,39,4,5,4.099,4.619
27,39,4,6,4.739,5.039
27,39,4,7,5.679,6.500
27,39,4,8,6.559,7.440
27,39,5,1,0.239,1.000
27,39,5,2,1.079,1.179
27,39,5,3,1.779,2.299
27,39,5,4,3.119,3.859
27,39,5,5,3.879,4.659
27,39,5,6,4.719,4.920
27,39,5,7,4.940,5.179
27,39,5,8,5.839,6.460
27,39,5,9,6.940,7.219
27,39,5,10,7.419,8.119
27,39,5,11,8.159,8.880
27,39,6,1,0.219,0.719
27,39,6,2,0.819,1.519
27,39,6,3,1.699,2.339
27,39,6,4,2.399,2.899
27,39,6,5,3.679,4.440
27,39,6,6,4.539,5.359
27,39,6,7,5.440,6.079
27,39,6,8,7.219,7.579
27,39,6,9,7.719,7.980
27,39,6,10,8.079,8.659
27,39,6,11,9.139,9.559
27,39,6,12,9.639,10.199
27,39,6,13,10.300,11.340
27,39,6,14,11.460,11.920
27,39,7,1,0.219,0.500
27,39,7,2,0.560,1.419
27,39,7,3,1.759,2.740
27,39,7,4,2.859,3.220
27,39,7,5,4.219,4.519
27,39,7,6,4.639,5.259
27,39,7,7,5.319,6.219
27,39,7,8,7.339,8.199
27,39,7,9,8.500,8.840
27,39,7,10,8.899,9.359
27,39,7,11,9.899,10.139
27,39,7,12,10.279,11.260
27,39,8,1,0.239,1.019
27,39,8,2,1.459,1.759
27,39,8,3,1.779,2.500
27,39,8,4,2.619,3.339
27,39,8,5,3.959,4.779
27,39,8,6,5.219,5.719
27,39,8,7,5.739,6.240
27,39,9,1,0.219,0.779
27,39,9,2,0.879,1.519
27,39,9,3,1.579,2.579
27,39,9,4,3.279,3.899
27,39,9,5,3.980,4.719
27,39,9,6,4.799,5.119
27,39,9,7,5.139,6.320
27,39,10,1,0.199,1.199
27,39,10,2,1.360,1.620
27,39,10,3,1.759,2.359
27,39,10,4,2.440,2.799
27,39,10,5,3.579,3.699
27,39,10,6,3.819,4.480
27,39,10,7,4.500,5.360
27,39,11,1,0.219,0.879
27,39,11,2,1.039,1.599
27,39,11,3,1.679,2.539
27,39,11,4,3.220,4.279
27,39,11,5,4.299,5.039
27,39,11,6,5.539,5.960
27,39,11,7,6.099,7.019
27,39,12,1,0.199,1.240
27,39,12,2,1.279,1.459
27,39,12,3,1.559,2.099
27,39,12,4,2.339,2.960
27,39,12,5,3.119,3.460
27,39,12,6,4.079,5.239
27,39,12,7,5.400,5.980
27,39,12,8,6.099,6.659
27,39,12,9,7.559,7.879
27,39,12,10,7.980,8.460
27,39,12,11,8.619,8.899
27,39,12,12,8.960,9.500
27,39,12,13,9.880,10.359
27,39,13,1,0.379,0.979
27,39,13,2,1.100,2.039
27,39,13,3,2.159,2.440
27,39,13,4,3.299,4.360
27,39,13,5,4.440,5.319
27,39,13,6,6.299,6.500
27,39,13,7,6.579,7.299
27,39,13,8,7.460,7.639
27,39,13,9,7.759,8.500
27,39,13,10,9.260,9.380
27,39,13,11,9.519,9.899
27,39,13,12,10.099,10.579
27,39,13,13,10.639,11.219
27,39,13,14,11.979,12.679
27,39,13,15,13.019,13.799
27,39,13,16,13.840,14.719
27,39,14,1,0.199,0.819
27,39,14,2,0.899,1.779
27,39,14,3,1.860,2.939
27,39,14,4,3.879,4.659
27,39,14,5,4.819,5.339
27,39,14,6,6.039,7.159
27,40,1,1,0.140,1.079
27,40,1,2,1.259,2.419
27,40,1,3,2.500,2.659
27,40,2,1,0.259,0.879
27,40,2,2,1.019,1.740
27,40,2,3,1.860,1.979
27,40,2,4,2.159,3.980
27,40,2,5,4.000,4.759
27,40,2,6,4.799,5.599
27,40,2,7,5.759,6.739
27,40,3,1,0.219,1.240
27,40,3,2,1.259,1.779
27,40,3,3,1.799,2.339
27,40,3,4,2.960,3.419
27,40,3,5,3.460,4.239
