book,chapter,verse,duration
1,42,17,4.780375
1,42,18,7.053063
1,42,19,14.654687
1,42,20,12.251375
1,42,21,13.792625
1,42,22,14.053875
1,42,23,6.687312
1,42,24,13.191812
1,42,25,12.669375
1,42,26,5.146063
1,42,27,11.04975
1,42,28,16.953437
1,42,29,8.176312
1,42,30,9.038312
1,42,31,5.668563
1,42,32,10.344437
1,42,33,13.191812
1,42,34,13.191812
1,42,35,13.635875
1,42,36,14.576313
1,42,37,14.158312
1,42,38,16.666062
1,43,1,2.768937
1,43,2,12.355875
1,43,3,10.579562
1,43,4,8.254687
1,43,5,10.266063
1,43,6,7.758312
1,43,7,21.263625
1,43,8,14.863625
1,43,9,12.956687
1,43,10,5.746937
1,43,11,19.069375
1,43,12,13.635875
1,43,13,5.250563
1,43,14,13.5575
1,43,15,13.5575
1,43,16,18.155062
1,43,17,8.359125
1,43,18,21.76
1,43,19,8.672625
1,43,20,7.3665
1,43,21,15.647312
1,43,22,10.684062
1,43,23,17.789375
1,43,24,11.04975
1,43,25,9.142812
1,43,26,10.057125
1,43,27,10.762437
1,43,28,8.672625
1,43,29,15.464437
1,43,30,10.344437
1,43,31,7.288125
1,43,32,15.542813
1,43,33,10.684062
1,43,34,14.942
1,44,1,15.30775
1,44,18,15.30775
1,44,19,6.112625
1,44,20,12.956687
1,44,21,6.217125
1,44,22,8.306938
1,44,23,10.109375
1,44,24,6.765688
1,44,25,5.511812
1,44,26,15.0465
1,44,27,8.071813
1,44,28,8.724875
1,44,29,9.97875
1,44,30,10.031
1,44,31,11.598313
1,44,32,10.893062
1,44,33,10.527312
1,44,34,10.109375
1,45,1,14.942
1,45,2,7.706062
1,45,3,13.217937
1,45,4,13.92325
1,45,5,12.773875
1,45,6,8.48975
1,45,7,10.161625
1,45,8,15.072625
1,45,9,14.942
1,45,10,13.5575
1,45,11,10.475062
1,45,12,7.706062
1,45,13,11.102
1,45,14,9.142812
1,45,15,8.359125
1,45,16,10.9975
1,45,17,11.833438
1,45,18,12.4865
1,45,19,14.053875
1,45,20,6.817938
1,45,21,10.448937
1,45,22,11.650562
1,45,23,15.177125
1,45,24,8.071813
1,45,25,6.922438
1,45,26,12.43425
1,45,27,15.072625
1,45,28,9.795875
1,46,1,9.97875
1,46,2,9.508563
1,46,3,11.702813
1,46,4,9.97875
1,46,5,14.053875
1,46,6,12.303625
1,46,7,9.273438
1,46,8,9.377937
1,46,9,5.276687
1,46,10,8.019562
1,46,11,3.761625
1,46,12,12.956687
1,46,13,5.92975
1,46,14,3.761625
1,46,15,13.92325
1,46,16,7.235875
1,46,17,10.031
1,46,18,9.743625
1,46,19,4.623625
1,46,20,11.702813
1,46,21,9.560812
1,46,22,6.4
1,46,23,1.98525
1,46,24,4.728125
1,46,25,10.213875
1,46,26,11.885687
1,46,27,11.311
1,46,28,8.59425
1,46,29,13.5575
1,46,30,9.377937
1,46,31,13.81875
1,46,32,9.142812
1,46,33,5.851375
1,46,34,17.789375
1,47,1,12.617125
1,47,2,6.2955
1,47,3,11.702813
1,47,4,15.647312
1,47,5,7.131375
1,47,6,17.998313
1,47,7,9.221187
1,47,8,6.2955
1,47,9,19.356687
1,47,10,5.564062
1,47,11,13.792625
1,47,12,7.888937
1,47,13,11.702813
1,47,14,14.524062
1,47,15,15.725687
1,47,16,8.542
1,47,17,18.285687
1,47,18,22.334688
1,47,19,19.461188
1,47,20,12.53875
1,47,21,7.053063
1,47,22,14.524062
1,47,23,12.146937
1,47,24,16.796688
1,47,25,7.758312
1,47,26,14.654687
1,47,27,10.292188
1,47,28,12.669375
1,47,29,19.121625
1,47,30,13.792625
1,47,31,9.639125
1,48,1,11.52
1,48,2,10.109375
1,48,3,9.195063
1,48,4,13.688125
1,48,5,14.942
1,48,6,9.221187
1,48,7,15.908563
1,48,8,5.694687
1,48,9,11.52
1,48,10,11.598313
1,48,11,10.710187
1,48,12,6.922438
1,48,13,12.721625
1,48,14,14.88975
1,48,15,14.288937
1,48,16,14.02775
1,48,17,15.0465
1,48,18,9.142812
1,48,19,18.651375
1,48,20,15.0465
1,48,21,11.937938
1,48,22,10.344437
1,49,1,9.430188
1,49,2,5.851375
1,49,3,8.620375
1,49,4,11.728938
1,49,5,5.616313
1,49,6,12.146937
1,49,7,10.814687
1,49,8,9.613062
1,49,9,10.814687
1,49,10,11.128125
1,49,11,12.4865
1,49,12,6.164875
1,49,13,8.90775
1,49,14,6.269375
1,49,15,11.284875
1,49,16,5.511812
1,49,17,10.475062
1,49,18,3.761625
1,49,19,5.616313
1,49,20,6.530563
1,49,21,6.2955
1,49,22,6.504437
1,49,23,5.92975
1,49,24,11.650562
1,49,25,16.248125
1,49,26,12.382
1,49,27,8.019562
1,49,28,13.087312
1,49,29,11.964062
1,49,30,13.81875
1,49,31,11.546062
1,49,32,5.093875
1,49,33,10.684062
1,50,1,7.10525
1,50,2,10.266063
1,50,3,10.631813
1,50,4,11.833438
1,50,5,16.3265
1,50,6,6.870188
1,50,7,11.102
1,50,8,9.560812
1,50,9,7.235875
1,50,10,14.210562
1,50,11,17.162437
1,50,12,4.5975
1,50,13,16.613875
1,50,14,10.631813
1,50,15,14.628562
1,50,16,6.870188
1,50,17,19.461188
1,50,18,8.672625
1,50,19,6.713437
1,50,20,10.762437
1,50,21,10.814687
1,50,22,8.59425
1,50,23,10.057125
1,50,24,15.647312
1,50,25,10.631813
1,50,26,10.631813
2,1,1,7.183625
2,1,2,3.239125
2,1,3,2.925687
2,1,4,2.50775
2,1,5,7.784438
2,1,6,4.414688
2,1,7,10.109375
2,1,8,4.54525
2,1,9,5.433438
2,1,10,12.904438
2,1,11,11.36325
2,1,12,7.053063
2,1,13,4.832625
2,1,14,12.120812
2,1,15,9.221187
2,1,16,11.546062
2,1,17,11.702813
2,1,18,11.937938
2,1,19,12.303625
2,1,20,5.668563
2,1,21,5.511812
2,1,22,10.292188
2,2,1,3.944437
2,2,2,8.306938
2,2,3,14.628562
2,2,4,5.0155
2,2,5,14.99425
2,2,6,13.322437
2,2,7,10.448937
2,2,8,7.10525
2,2,9,13.374688
2,2,10,11.4155
2,2,11,12.617125
2,2,12,8.359125
2,2,13,9.795875
2,2,14,13.191812
2,2,15,13.191812
2,2,16,9.038312
2,2,17,7.053063
2,2,18,6.2955
2,2,19,8.724875
2,2,20,8.620375
2,2,21,6.34775
2,2,22,9.456312
2,2,23,14.341188
2,2,24,9.012187
2,2,25,4.362437
2,3,1,10.631813
2,3,2,12.251375
2,3,3,9.613062
2,3,4,10.762437
2,3,5,11.284875
2,3,6,13.374688
2,3,7,13.087312
2,3,8,18.991
2,3,9,10.213875
2,3,10,7.706062
2,3,11,8.80325
2,3,12,13.740375
2,3,13,13.9755
2,3,14,10.94525
2,3,15,16.1175
2,3,16,16.744438
2,3,17,14.863625
2,3,18,19.539562
2,3,19,6.112625
2,3,20,10.579562
2,3,21,7.784438
2,3,22,14.341188
2,4,1,9.221187
2,4,2,5.433438
2,4,3,9.377937
2,4,4,10.344437
2,4,5,8.254687
2,4,6,12.382
2,4,7,10.579562
2,4,8,8.306938
2,4,9,17.972188
2,4,10,14.654687
2,4,11,11.702813
2,4,12,6.452187
2,4,13,4.257937
2,4,14,16.013063
2,4,15,11.546062
2,4,16,8.38525
2,4,17,6.765688
2,4,18,16.013063
2,4,19,9.195063
2,4,20,10.814687
2,4,21,16.195875
2,4,22,6.112625
2,4,23,10.710187
2,4,24,7.3665
2,4,25,10.579562
2,4,26,5.799125
2,4,27,12.068563
2,4,28,8.202438
2,4,29,5.616313
2,4,30,8.176312
2,4,31,10.866938
2,5,1,12.773875
2,5,2,10.266063
2,5,3,14.341188
2,5,4,9.012187
2,5,5,7.471
2,5,6,6.112625
2,5,7,9.195063
2,5,8,15.124875
2,5,9,7.340375
2,5,10,9.430188
2,5,11,9.012187
2,5,12,5.433438
2,5,13,8.254687
2,5,14,14.628562
2,5,15,8.80325
2,5,16,9.430188
2,5,17,8.306938
2,5,18,7.131375
2,5,19,9.221187
2,5,20,6.635063
2,5,21,14.158312
2,5,22,10.213875
2,5,23,9.508563
2,6,1,11.4155
2,6,2,5.041625
2,6,3,8.672625
2,6,4,9.273438
2,6,5,8.96
2,6,6,16.744438
2,6,7,13.740375
2,6,8,13.217937
2,6,9,8.176312
2,6,10,2.690562
2,6,11,5.799125
2,6,12,11.180375
2,6,13,12.53875
2,6,14,10.448937
2,6,15,10.213875
2,6,16,11.232625
2,6,17,3.422
2,6,18,10.866938
2,6,19,5.982
2,6,20,11.728938
2,6,21,5.041625
2,6,22,4.127312
2,6,23,10.396688
2,6,24,5.799125
2,6,25,10.631813
2,6,26,8.38525
2,6,27,8.8555
2,6,28,4.205687
2,6,29,8.724875
2,6,30,8.8555
2,7,1,8.672625
2,7,2,10.109375
2,7,3,7.549375
2,7,4,12.617125
2,7,5,8.777125
2,7,6,5.564062
2,7,7,7.000812
2,7,8,3.186937
2,7,9,9.87425
2,7,10,13.5575
2,7,11,8.306938
2,7,12,7.967313
2,7,13,5.564062
2,7,14,6.164875
2,7,15,12.721625
2,7,16,11.598313
2,7,17,12.53875
2,7,18,8.8555
2,7,19,21.733875
2,7,20,17.162437
2,7,21,12.669375
2,7,22,10.292188
2,7,23,6.164875
2,7,24,8.124062
2,7,25,5.746937
2,7,26,9.97875
2,7,27,7.000812
2,7,28,15.464437
2,7,29,6.0865
2,8,1,14.02775
2,8,2,9.377937
2,8,3,6.504437
2,8,4,12.669375
2,8,5,14.288937
2,8,6,7.601625
2,8,7,9.142812
2,8,8,8.071813
2,8,9,8.019562
2,8,10,5.0155
2,8,11,9.743625
2,8,12,11.702813
2,8,13,15.464437
2,8,14,6.112625
2,8,15,13.740375
2,8,16,14.02775
2,8,17,15.882437
2,8,18,13.374688
2,8,19,6.530563
2,8,20,12.669375
2,8,21,6.713437
2,8,22,12.904438
2,8,23,7.888937
2,8,24,11.52
2,8,25,17.998313
2,8,26,3.604875
2,8,27,9.613062
2,8,28,6.217125
2,9,1,9.795875
2,9,2,4.414688
2,9,3,12.146937
2,9,4,8.202438
2,9,5,7.183625
2,9,6,10.9975
2,9,7,9.560812
2,9,8,11.128125
2,9,9,10.9975
2,9,10,12.982812
2,9,11,9.195063
2,9,12,5.92975
2,9,13,12.669375
2,9,14,11.598313
2,9,15,8.359125
2,9,16,10.448937
2,9,17,4.440812
2,9,18,10.579562
2,9,19,15.908563
2,9,20,6.217125
2,9,21,6.217125
2,9,22,12.956687
2,9,23,12.982812
2,9,24,11.781187
2,9,25,12.669375
2,9,26,5.381188
2,9,27,11.650562
2,9,28,9.038312
2,9,29,12.617125
2,9,30,5.799125
2,9,31,7.053063
2,9,32,5.250563
2,9,33,11.598313
2,9,34,9.195063
2,9,35,7.131375
3,1,1,5.616313
3,1,2,12.617125
3,1,3,10.448937
3,1,4,5.511812
3,1,5,13.50525
3,1,6,4.675875
3,1,7,7.758312
3,1,8,11.52
3,1,9,10.814687
3,1,10,8.724875
3,1,11,11.937938
3,1,12,11.650562
3,1,13,13.453062
3,1,14,9.456312
3,1,15,10.448937
3,1,16,8.96
3,1,17,14.341188
3,2,1,10.057125
3,2,2,13.92325
3,2,3,7.967313
3,2,4,10.161625
3,2,5,7.41875
3,2,6,5.851375
3,2,7,5.250563
3,2,8,9.430188
3,2,9,9.87425
3,2,10,7.235875
3,2,11,10.266063
3,2,12,6.765688
3,2,13,12.120812
3,2,14,10.057125
3,2,15,5.746937
3,2,16,8.777125
3,3,1,9.508563
3,3,2,12.382
3,3,3,10.109375
3,3,4,11.04975
3,3,5,10.266063
3,3,6,7.601625
3,3,7,5.851375
3,3,8,9.639125
3,3,9,15.595062
3,3,10,10.396688
3,3,11,5.276687
3,3,12,3.892187
3,3,13,9.743625
3,3,14,9.848125
3,3,15,10.631813
3,3,16,7.653875
3,3,17,7.784438
3,4,1,2.821187
3,4,2,11.52
3,4,3,11.102
3,4,4,10.109375
3,4,5,6.217125
3,4,6,9.639125
3,4,7,12.8
3,4,8,10.109375
3,4,9,11.180375
3,4,10,7.941187
3,4,11,7.10525
3,4,12,13.035063
3,4,13,12.773875
3,4,14,11.781187
3,4,15,9.273438
3,4,16,4.96325
3,4,17,8.542
3,4,18,14.341188
3,4,19,5.041625
3,4,20,8.4375
3,4,21,8.777125
3,4,22,9.87425
3,4,23,9.560812
3,4,24,8.48975
3,4,25,10.448937
3,4,26,9.613062
3,4,27,11.102
3,4,28,9.743625
3,4,29,5.799125
3,4,30,11.650562
3,4,31,15.882437
3,4,32,6.217125
3,4,33,8.38525
3,4,34,12.303625
3,4,35,12.382
3,5,1,8.359125
3,5,2,13.217937
3,5,3,8.359125
3,5,4,13.035063
3,5,5,6.582813
3,5,6,12.355875
3,5,7,12.8
3,5,8,8.777125
3,5,9,9.795875
3,5,10,9.377937
3,5,11,16.300375
3,5,12,11.702813
3,5,13,9.560812
3,5,14,2.951812
3,5,15,13.087312
3,5,16,13.5575
3,5,17,10.057125
3,5,18,13.035063
3,5,19,3.343625
3,5,20,2.742812
3,5,21,11.650562
3,5,22,9.325687
3,5,23,14.210562
3,5,24,11.311
3,5,25,7.941187
3,5,26,8.724875
3,6,1,3.056312
3,6,2,13.453062
3,6,3,15.124875
3,6,4,8.620375
3,6,5,14.88975
3,6,6,3.78775
3,6,7,7.601625
3,6,8,14.863625
3,6,9,10.448937
3,6,10,9.012187
3,6,11,10.396688
3,6,12,2.533875
3,6,13,14.706938
3,6,14,9.795875
3,6,15,8.90775
3,6,16,5.198313
3,6,17,2.638313
3,6,18,12.016312
3,6,19,6.817938
3,6,20,11.04975
3,6,21,9.639125
3,6,22,5.041625
3,6,23,9.848125
3,7,1,4.440812
3,7,2,7.601625
3,7,3,6.112625
3,7,4,10.710187
3,7,5,5.511812
3,7,6,6.164875
3,7,7,7.10525
3,7,8,7.10525
3,7,9,10.161625
3,7,10,7.52325
3,7,11,4.440812
3,7,12,14.524062
3,7,13,5.799125
3,7,14,9.090562
3,7,15,7.784438
3,7,16,10.448937
3,7,17,6.34775
3,7,18,15.0465
3,7,19,8.48975
3,7,20,9.325687
3,7,21,14.863625
3,7,22,2.50775
3,7,23,6.03425
3,7,24,7.340375
3,7,25,9.142812
3,7,26,5.564062
3,7,27,5.093875
3,7,28,2.4555
3,7,29,8.672625
3,7,30,10.475062
3,7,31,6.582813
3,7,32,5.093875
3,7,33,7.471
3,7,34,13.871
3,7,35,7.000812
3,7,36,7.941187
3,7,37,7.784438
3,7,38,10.893062
3,8,1,2.768937
3,8,2,11.04975
3,8,3,4.493062
3,8,4,6.817938
3,8,5,5.093875
3,8,6,4.85875
3,8,7,14.576313
3,8,8,6.504437
3,8,9,11.4155
3,8,10,7.10525
3,8,11,10.684062
3,8,12,5.746937
3,8,13,11.702813
3,8,14,7.758312
3,8,15,16.37875
3,8,16,10.94525
3,8,17,9.87425
3,8,18,6.217125
3,8,19,4.257937
3,8,20,8.019562
3,8,21,13.374688
3,8,22,7.601625
3,8,23,11.702813
3,8,24,14.942
3,8,25,11.128125
3,8,26,14.053875
3,8,27,7.653875
3,8,28,10.814687
3,8,29,11.52
3,8,30,15.960812
3,8,31,16.5355
3,8,32,4.414688
3,8,33,9.97875
3,8,34,5.694687
3,8,35,9.848125
3,8,36,6.0865
3,9,1,6.2955
3,9,2,9.195063
3,9,3,10.161625
3,9,4,10.475062
3,9,5,7.549375
3,9,6,8.306938
3,9,7,16.013063
3,9,8,5.511812
3,9,9,12.43425
3,9,10,11.102
3,9,11,5.328938
3,9,12,7.836688
3,9,13,6.870188
3,9,14,5.799125
3,9,15,9.691375
3,9,16,3.47425
3,9,17,7.52325
3,9,18,11.04975
3,9,19,8.202438
3,9,20,5.746937
3,9,21,7.888937
3,9,22,8.202438
3,9,23,9.325687
3,9,24,11.937938
3,10,1,14.654687
3,10,2,6.582813
3,10,3,11.781187
3,10,4,13.81875
3,10,5,7.41875
3,10,6,17.789375
3,10,7,9.325687
3,10,8,2.50775
3,10,9,11.128125
3,10,10,4.728125
3,10,11,6.2955
3,10,12,14.341188
3,10,13,8.620375
3,10,14,14.236688
3,10,15,14.576313
3,10,16,10.161625
3,10,17,11.284875
3,10,18,8.019562
3,10,19,14.524062
3,10,20,3.57875
3,11,1,3.996687
3,11,2,7.941187
3,11,3,8.777125
3,11,4,12.146937
3,11,5,5.433438
3,11,6,6.582813
3,11,7,9.038312
3,11,8,5.511812
3,11,9,9.743625
3,11,10,11.964062
3,11,11,5.616313
3,11,12,5.146063
3,11,13,9.012187
3,11,14,3.186937
3,11,15,1.802437
3,11,16,5.92975
3,11,17,3.78775
3,11,18,4.205687
3,11,19,5.746937
3,11,20,5.250563
3,11,21,10.94525
3,11,22,9.9265
3,11,23,4.832625
3,11,24,5.511812
3,11,25,5.250563
3,11,26,11.702813
3,11,27,10.266063
3,11,28,6.948562
3,11,29,7.888937
3,11,30,5.746937
3,11,31,7.653875
3,11,32,15.699562
3,11,33,7.967313
3,11,34,8.672625
3,11,35,9.038312
3,11,36,6.765688
3,11,37,6.217125
3,11,38,5.92975
3,11,39,6.687312
3,11,40,9.430188
3,11,41,5.276687
3,11,42,11.180375
3,11,43,9.195063
3,11,44,12.303625
3,11,45,10.213875
3,11,46,8.4375
3,11,47,8.59425
3,12,1,2.533875
3,12,2,9.795875
3,12,3,2.951812
3,12,4,11.46775
3,12,5,9.325687
3,12,6,12.4865
3,12,7,9.743625
3,12,8,12.355875
3,13,1,3.108563
3,13,2,11.885687
3,13,3,12.852187
3,13,4,11.36325
3,13,5,11.52
3,13,6,13.792625
3,13,7,9.848125
3,13,8,7.288125
3,13,9,5.0155
3,13,10,8.90775
3,13,11,7.601625
3,13,12,10.9975
3,13,13,9.613062
3,13,14,3.892187
3,13,15,6.504437
3,13,16,5.668563
3,13,17,7.941187
3,13,18,4.257937
3,13,19,7.888937
3,13,20,11.102
3,13,21,10.213875
3,13,22,5.459562
3,13,23,7.549375
3,13,24,8.8555
3,13,25,14.393437
3,13,26,11.102
3,13,27,8.96
3,13,28,11.284875
3,13,29,6.34775
3,13,30,13.191812
3,13,31,12.564875
3,13,32,11.284875
3,13,33,6.948562
3,13,34,12.904438
3,13,35,5.0155
3,13,36,8.071813
3,13,37,8.620375
3,13,38,5.511812
3,13,39,9.273438
3,13,40,4.257937
3,13,41,5.093875
3,13,42,10.710187
3,13,43,10.579562
3,13,44,6.817938
3,13,45,9.743625
3,13,46,7.653875
3,13,47,6.217125
3,13,48,6.2955
3,13,49,12.53875
3,13,50,4.623625
3,13,51,15.229375
3,13,52,13.217937
3,13,53,7.758312
3,13,54,6.4
3,13,55,16.195875
3,13,56,9.639125
3,13,57,10.684062
3,13,58,9.508563
3,13,59,11.4155
3,14,1,2.324875
3,14,2,9.273438
3,14,3,3.36975
3,14,4,9.012187
3,14,5,5.668563
3,14,6,12.904438
3,14,7,8.96
3,14,8,12.355875
3,14,9,14.393437
3,14,10,13.688125
3,14,11,7.471
3,14,12,9.377937
3,14,13,12.4865
3,14,14,10.266063
3,14,15,5.250563
3,14,16,11.102
3,14,17,11.702813
3,14,18,8.4375
3,14,19,7.131375
3,14,20,8.620375
3,14,21,13.374688
3,14,22,8.124062
3,14,23,7.340375
3,14,24,6.922438
3,14,25,12.068563
3,14,26,4.54525
3,14,27,7.706062
3,14,28,11.232625
3,14,29,6.582813
3,14,30,6.34775
3,14,31,8.724875
3,14,33,3.47425
3,14,34,8.359125
3,14,35,6.03425
3,14,36,11.46775
3,14,37,10.9975
3,14,38,6.03425
3,14,39,7.183625
3,14,40,10.266063
3,14,41,9.456312
3,14,42,9.508563
3,14,43,8.8555
3,14,44,9.325687
3,14,45,9.87425
3,14,46,6.269375
3,14,47,5.746937
3,14,48,11.546062
3,14,49,7.288125
3,14,50,4.5975
3,14,51,13.374688
3,14,52,10.527312
3,14,53,7.288125
3,14,54,3.892187
3,14,55,2.768937
3,14,56,3.78775
3,14,57,5.511812
3,15,1,3.108563
3,15,2,8.306938
3,15,3,8.620375
3,15,4,7.3665
3,15,5,7.235875
3,15,6,8.542
3,15,7,7.131375
3,15,8,6.765688
3,15,9,4.440812
3,15,10,11.781187
3,15,11,8.96
3,15,12,7.000812
3,15,13,10.814687
3,15,14,10.527312
3,15,15,8.620375
3,15,16,7.836688
3,15,17,8.306938
3,15,18,8.620375
3,15,19,10.109375
3,15,20,5.564062
3,15,21,6.713437
3,15,22,8.202438
3,15,23,7.784438
3,15,24,10.266063
3,15,25,12.852187
3,15,26,12.773875
3,15,27,5.92975
3,15,28,6.34775
3,15,29,9.221187
3,15,30,8.96
3,15,31,8.59425
3,15,32,7.235875
3,15,33,8.620375
3,16,1,7.41875
3,16,2,19.304437
3,16,3,6.870188
3,16,4,13.400812
3,16,5,6.504437
3,16,6,5.511812
3,16,7,6.2955
3,16,8,7.601625
3,16,9,6.922438
3,16,10,10.814687
3,16,11,8.80325
3,16,12,12.564875
3,16,13,9.221187
3,16,14,10.9975
3,16,15,13.453062
3,16,16,11.650562
3,16,17,11.128125
3,16,18,11.46775
3,16,19,7.10525
3,16,20,8.071813
3,16,21,18.050562
3,16,22,7.601625
3,16,23,8.620375
3,16,24,11.46775
3,16,25,3.160813
3,16,26,10.213875
3,16,27,13.740375
3,16,28,7.340375
3,16,29,13.270188
3,16,30,8.59425
3,16,31,5.746937
3,16,32,9.848125
3,16,33,10.109375
3,16,34,11.232625
3,17,1,2.925687
3,17,2,9.090562
3,17,3,9.508563
3,17,4,14.654687
3,17,5,15.281625
3,17,6,9.195063
3,17,7,9.613062
3,17,8,8.80325
3,17,9,7.340375
3,17,10,13.322437
3,17,11,10.762437
3,17,12,9.639125
3,17,13,11.885687
3,17,14,11.833438
3,17,15,10.396688
3,17,16,4.728125
3,18,1,2.586063
3,18,2,5.616313
3,18,3,12.4865
3,19,1,3.004062
3,19,2,7.52325
3,19,3,46.942
27,1,1,10.344437
27,1,2,6.922438
27,1,3,13.374688
27,1,4,6.217125
27,1,5,7.41875
27,1,6,6.817938
27,2,1,4.780375
27,2,2,8.48975
27,2,3,6.635063
27,2,4,5.616313
27,2,5,6.217125
27,2,6,4.911
27,2,7,10.396688
27,2,8,8.306938
27,2,9,5.616313
27,2,10,5.616313
27,2,11,5.093875
27,2,12,10.710187
27,3,1,4.832625
27,3,2,5.250563
27,3,3,6.765688
27,3,4,6.0865
27,3,5,6.530563
27,3,6,6.922438
27,3,7,5.982
27,3,8,11.702813
27,3,9,5.746937
27,4,1,3.160813
27,4,2,8.90775
27,4,3,8.48975
27,4,4,6.765688
27,4,5,8.620375
27,4,6,5.381188
27,4,7,8.254687
27,4,8,6.817938
27,4,9,8.90775
27,5,1,3.892187
27,5,2,5.328938
27,5,3,6.948562
27,5,4,7.235875
27,5,5,6.4
27,5,6,7.967313
27,5,7,7.758312
27,5,8,9.9265
27,5,9,9.195063
27,5,10,10.109375
27,5,11,10.579562
27,5,12,11.937938
27,5,13,8.4375
27,6,1,4.85875
27,6,2,7.10525
27,6,3,8.672625
27,6,4,5.92975
27,6,5,6.922438
27,6,6,5.668563
27,6,7,9.639125
27,6,8,6.34775
27,6,9,7.3665
27,6,10,6.164875
27,6,11,8.4375
27,7,1,8.306938
27,7,2,8.254687
27,7,3,5.668563
27,7,4,6.922438
27,7,5,6.0865
27,7,6,10.710187
27,7,7,10.448937
27,7,8,6.582813
27,7,9,8.672625
27,7,10,10.213875
27,7,11,5.0155
27,7,12,5.459562
27,7,13,7.000812
27,7,14,6.582813
27,7,15,7.000812
27,7,16,6.4
27,7,17,6.2955
27,7,18,7.3665
27,8,1,3.78775
27,8,2,9.9265
27,8,3,9.795875
27,8,4,7.601625
27,8,5,5.92975
27,8,6,7.549375
27,8,7,6.2955
27,8,8,5.093875
27,8,9,6.765688
27,8,10,5.8775
27,9,1,4.310187
27,9,2,6.164875
27,9,3,6.34775
27,9,4,6.269375
27,9,5,7.758312
27,9,6,7.758312
27,9,7,9.613062
27,9,8,5.746937
27,9,9,6.217125
27,9,10,6.687312
27,9,11,7.941187
27,9,12,6.870188
27,9,13,6.870188
27,9,14,8.96
27,9,15,9.430188
27,9,16,7.784438
27,9,17,9.743625
27,9,18,7.000812
27,9,19,9.012187
27,9,20,7.3665
27,9,21,8.48975
27,10,1,6.817938
27,10,2,8.176312
27,10,3,8.80325
27,10,4,8.202438
27,10,5,10.344437
27,10,6,6.765688
27,10,7,8.542
27,10,8,10.057125
27,10,9,11.964062
27,10,10,6.687312
27,10,11,8.176312
27,10,12,7.758312
27,10,13,6.452187
27,10,14,14.341188
27,10,15,6.922438
27,10,16,6.2955
27,10,17,7.288125
27,10,18,8.071813
27,11,1,10.710187
27,11,2,10.866938
27,11,3,5.276687
27,11,4,11.46775
27,11,5,7.758312
27,11,6,8.777125
27,11,7,7.471
27,12,1,4.310187
27,12,2,7.653875
27,12,3,8.359125
27,12,4,7.3665
27,12,5,8.4375
27,12,6,11.4155
27,12,7,10.161625
27,12,8,7.053063
27,12,9,7.235875
27,13,1,2.40325
27,13,2,7.888937
27,13,3,10.213875
27,13,4,8.59425
27,13,5,7.183625
27,13,6,10.9975
27,14,1,12.721625
27,14,2,9.848125
27,14,3,8.202438
27,14,4,9.508563
27,14,5,5.799125
27,14,6,5.459562
27,14,7,12.199125
27,15,1,9.090562
27,15,2,6.452187
27,15,3,9.090562
27,15,4,9.9265
27,15,5,11.728938
27,16,1,6.2955
27,16,2,6.687312
27,16,3,6.922438
27,16,4,12.617125
27,16,5,6.03425
27,16,6,6.948562
27,16,7,7.836688
27,16,8,7.053063
27,16,9,7.967313
27,16,10,7.653875
27,16,11,9.9265
27,17,1,12.852187
27,17,2,6.269375
27,17,3,10.292188
27,17,4,7.053063
27,17,5,7.053063
27,17,6,8.306938
27,17,7,7.131375
27,17,8,6.713437
27,17,9,7.235875
27,17,10,6.582813
27,17,11,6.948562
27,17,12,7.3665
27,17,13,9.273438
27,17,14,16.561625
27,17,15,7.183625
27,18,1,12.4865
27,18,2,5.433438
27,18,3,12.43425
27,18,4,6.0865
27,18,5,6.922438
27,18,6,5.8775
27,18,7,12.721625
27,18,8,10.213875
27,18,9,8.542
27,18,10,6.713437
27,18,11,7.000812
27,18,12,8.80325
27,18,13,7.288125
27,18,14,9.743625
27,18,15,6.713437
27,18,16,12.199125
27,18,17,6.4
27,18,18,6.922438
27,18,19,6.112625
27,18,20,6.4
27,18,21,6.504437
27,18,22,6.0865
27,18,23,6.765688
27,18,24,5.982
27,18,25,7.183625
27,18,26,6.34775
27,18,27,6.0865
27,18,28,6.713437
27,18,29,7.340375
27,18,30,5.799125
27,18,31,9.613062
27,18,32,7.52325
27,18,33,6.03425
27,18,34,6.582813
27,18,35,7.967313
27,18,36,10.161625
27,18,37,5.799125
27,18,38,6.34775
27,18,39,5.799125
27,18,40,7.183625
27,18,41,6.34775
27,18,42,6.0865
27,18,43,7.3665
27,18,44,9.221187
27,18,45,7.10525
27,18,46,6.870188
27,18,47,6.112625
27,18,48,6.217125
27,18,49,9.848125
27,18,50,6.870188
27,18,51,9.325687
27,19,1,2.925687
27,19,2,7.183625
27,19,3,7.10525
27,19,4,5.250563
27,19,5,10.031
27,19,6,7.601625
27,19,7,9.273438
27,19,8,8.8555
27,19,9,9.377937
27,19,10,9.012187
27,19,11,9.221187
27,19,12,5.668563
27,19,13,5.328938
27,19,14,10.344437
27,19,15,8.90775
27,20,1,2.821187
27,20,2,6.765688
27,20,3,6.217125
27,20,4,7.183625
27,20,5,6.269375
27,20,6,9.613062
27,20,7,11.964062
27,20,8,8.96
27,20,9,6.34775
27,20,10,6.530563
27,21,1,2.873438
27,21,2,7.836688
27,21,3,7.41875
27,21,4,6.870188
27,21,5,6.635063
27,21,6,6.269375
27,21,7,7.235875
27,21,8,7.053063
27,21,9,7.053063
27,21,10,10.710187
